:2
C100:1
C101:1
C102:1
C103:1
C104:1
C14:1
C15:1
C16:1
C17:1
C18:1
C20:1
C21:1
C22:1
C23:1
C24:1
C25:1
C26:1
C27:1
C28:1
C30:1
C31:1
C32:1
C34:1
C37:1
C38:1
C40:1
C60:1
C61:1
C62:1
C63:1
C64:1
C65:1
C70:1
C71:1
C72:1
C73:1
C74:1
D1:1
D2:1
D21:1
D4:1
D40:1
D41:1
D5:1
D6:1
D60:1
J1:1
J14:1
J2:1
J205:1
J206:1
J207:1
J208:1
J3:1
J4:1
J5:1
J6:1
J7:1
J9:1
L101:1
L102:1
L20:1
Q1:1
Q20:1
Q30:1
Q31:1
R2:1
R20:1
R21:1
R22:1
R30:1
R31:1
R32:1
R33:1
R34:1
R35:1
R36:1
R37:1
R38:1
R39:1
R40:1
R41:1
R42:1
R43:1
R44:1
R56:1
R57:1
R6:1
R60:1
R62:1
R63:1
R64:1
R65:1
R66:1
R67:1
R68:1
R7:1
TP1:1
TP2:1
TP4:1
TP6:1
TP7:1
TP8:1
U20:1
U3:1
U31:1
U4:1
U5:1
U52:1
U6:1
U60:1
U61:1
U70:1
U71:1
U9:1
